user_id,article_list
33203,"[428, 7, 209, 421, 455]"
33222,"[389, 7, 428, 421, 6]"
33223,"[437, 442, 247, 428, 209]"
33223,"[437, 442, 247, 428, 209]"
33227,"[421, 43, 302, 228, 9]"
33232,"[437, 399, 136, 327, 389]"
33233,"[442, 421, 247, 409, 431]"
33236,"[247, 418, 389, 428, 431]"
33239,"[442, 247, 437, 209, 26]"
33244,"[437, 399, 136, 327, 389]"
33256,"[26, 135, 228, 352, 418]"
33265,"[437, 399, 136, 327, 389]"
33273,"[302, 438, 9, 269, 254]"
33274,"[442, 247, 437, 209, 26]"
33289,"[431, 354, 437, 269, 226]"
33289,"[431, 354, 437, 269, 226]"
33291,"[302, 438, 9, 269, 254]"
33297,"[437, 399, 136, 327, 389]"
33300,"[442, 421, 247, 409, 431]"
33309,"[442, 421, 247, 409, 431]"
33313,"[442, 323, 352, 125, 7]"
33313,"[442, 323, 352, 125, 7]"
33313,"[442, 323, 352, 125, 7]"
33317,"[418, 136, 209, 26, 399]"
33317,"[418, 136, 209, 26, 399]"
33317,"[418, 136, 209, 26, 399]"
33318,"[209, 421, 255, 228, 388]"
33318,"[209, 421, 255, 228, 388]"
33319,"[431, 354, 437, 269, 226]"
33319,"[431, 354, 437, 269, 226]"
33328,"[421, 437, 431, 409, 442]"
33328,"[421, 437, 431, 409, 442]"
33331,"[437, 399, 136, 327, 389]"
33332,"[442, 247, 437, 209, 26]"
33333,"[442, 247, 437, 209, 26]"
33341,"[418, 209, 26, 136, 354]"
33341,"[418, 209, 26, 136, 354]"
33345,"[437, 399, 136, 327, 389]"
33347,"[209, 455, 26, 247, 421]"
33347,"[209, 455, 26, 247, 421]"
33347,"[209, 455, 26, 247, 421]"
33352,"[437, 455, 327, 26, 252]"
33357,"[428, 209, 418, 136, 399]"
33357,"[428, 209, 418, 136, 399]"
33357,"[428, 209, 418, 136, 399]"
33357,"[428, 209, 418, 136, 399]"
33360,"[428, 209, 247, 26, 389]"
33360,"[428, 209, 247, 26, 389]"
33360,"[428, 209, 247, 26, 389]"
33362,"[396, 442, 421, 186, 437]"
33367,"[136, 418, 174, 428, 299]"
33367,"[136, 418, 174, 428, 299]"
33367,"[136, 418, 174, 428, 299]"
33368,"[437, 455, 327, 26, 252]"
33372,"[323, 428, 442, 352, 7]"
33386,"[437, 431, 354, 228, 226]"
33386,"[437, 431, 354, 228, 226]"
33386,"[437, 431, 354, 228, 226]"
33388,"[428, 7, 209, 421, 455]"
33397,"[437, 399, 136, 327, 389]"
33409,"[26, 209, 247, 442, 354]"
33409,"[26, 209, 247, 442, 354]"
33409,"[26, 209, 247, 442, 354]"
33418,"[209, 327, 421, 428, 442]"
33420,"[323, 136, 1, 302, 399]"
33433,"[26, 135, 228, 352, 418]"
33435,"[174, 252, 265, 375, 352]"
33444,"[136, 323, 269, 412, 1]"
33444,"[136, 323, 269, 412, 1]"
33459,"[442, 247, 437, 209, 26]"
33467,"[437, 442, 247, 428, 209]"
33467,"[437, 442, 247, 428, 209]"
33473,"[442, 247, 437, 209, 26]"
33475,"[437, 399, 136, 327, 389]"
33476,"[431, 354, 437, 269, 226]"
33476,"[431, 354, 437, 269, 226]"
33487,"[428, 7, 209, 421, 455]"
33489,"[442, 421, 247, 409, 431]"
33491,"[430, 438, 6, 418, 353]"
33493,"[437, 442, 247, 428, 209]"
33493,"[437, 442, 247, 428, 209]"
33499,"[327, 6, 317, 430, 435]"
33508,"[428, 7, 209, 421, 455]"
33512,"[437, 136, 354, 442, 26]"
33512,"[437, 136, 354, 442, 26]"
33512,"[437, 136, 354, 442, 26]"
33520,"[437, 399, 136, 327, 389]"
33526,"[437, 399, 136, 327, 389]"
33538,"[437, 399, 136, 327, 389]"
33549,"[285, 327, 67, 435, 136]"
33549,"[285, 327, 67, 435, 136]"
33562,"[428, 437, 442, 174, 299]"
33562,"[428, 437, 442, 174, 299]"
33562,"[428, 437, 442, 174, 299]"
33581,"[437, 399, 136, 327, 389]"
33585,"[437, 399, 136, 327, 389]"
33589,"[437, 455, 327, 26, 252]"
33597,"[437, 399, 136, 327, 389]"
33598,"[247, 418, 389, 428, 431]"
33601,"[428, 389, 431, 118, 254]"
33601,"[428, 389, 431, 118, 254]"
33601,"[428, 389, 431, 118, 254]"
33601,"[428, 389, 431, 118, 254]"
33603,"[26, 135, 228, 352, 418]"
33604,"[437, 399, 136, 327, 389]"
33606,"[437, 399, 136, 327, 389]"
33607,"[146, 152, 123, 325, 288]"
33607,"[146, 152, 123, 325, 288]"
33613,"[174, 136, 428, 6, 99]"
33613,"[174, 136, 428, 6, 99]"
33616,"[354, 332, 437, 431, 228]"
33616,"[354, 332, 437, 431, 228]"
33616,"[354, 332, 437, 431, 228]"
33621,"[327, 6, 317, 430, 435]"
33622,"[437, 399, 136, 327, 389]"
33625,"[442, 421, 247, 437, 455]"
33625,"[442, 421, 247, 437, 455]"
33635,"[418, 136, 399, 209, 26]"
33637,"[442, 247, 437, 209, 26]"
33638,"[437, 399, 136, 327, 389]"
33640,"[428, 7, 209, 421, 455]"
33643,"[442, 247, 437, 209, 26]"
33644,"[437, 399, 136, 327, 389]"
33646,"[437, 399, 136, 327, 389]"
33650,"[431, 438, 421, 174, 228]"
33650,"[431, 438, 421, 174, 228]"
33650,"[431, 438, 421, 174, 228]"
33651,"[9, 249, 1, 385, 254]"
33661,"[437, 455, 327, 26, 252]"
33664,"[418, 26, 209, 354, 136]"
33664,"[418, 26, 209, 354, 136]"
33664,"[418, 26, 209, 354, 136]"
33668,"[442, 247, 437, 209, 26]"
33675,"[437, 399, 136, 327, 389]"
33690,"[437, 399, 136, 327, 389]"
33692,"[428, 7, 209, 421, 455]"
33693,"[418, 136, 209, 26, 399]"
33693,"[418, 136, 209, 26, 399]"
33693,"[418, 136, 209, 26, 399]"
33694,"[437, 228, 135, 26, 418]"
33694,"[437, 228, 135, 26, 418]"
33697,"[354, 442, 228, 421, 209]"
33697,"[354, 442, 228, 421, 209]"
33697,"[354, 442, 228, 421, 209]"
33697,"[354, 442, 228, 421, 209]"
33697,"[354, 442, 228, 421, 209]"
33697,"[354, 442, 228, 421, 209]"
33697,"[354, 442, 228, 421, 209]"
33697,"[354, 442, 228, 421, 209]"
33701,"[437, 399, 136, 327, 389]"
33713,"[437, 399, 136, 327, 389]"
33714,"[437, 399, 136, 327, 389]"
33721,"[437, 455, 327, 26, 252]"
33737,"[396, 442, 421, 186, 437]"
33738,"[437, 399, 136, 327, 389]"
33755,"[136, 323, 269, 412, 1]"
33755,"[136, 323, 269, 412, 1]"
33762,"[437, 399, 136, 327, 389]"
33767,"[173, 255, 437, 228, 354]"
33767,"[173, 255, 437, 228, 354]"
33767,"[173, 255, 437, 228, 354]"
33777,"[428, 209, 247, 421, 26]"
33777,"[428, 209, 247, 421, 26]"
33777,"[428, 209, 247, 421, 26]"
33778,"[247, 421, 428, 209, 409]"
33778,"[247, 421, 428, 209, 409]"
33778,"[247, 421, 428, 209, 409]"
33778,"[247, 421, 428, 209, 409]"
33784,"[323, 428, 442, 352, 7]"
33802,"[442, 421, 247, 409, 431]"
33803,"[428, 399, 209, 354, 418]"
33803,"[428, 399, 209, 354, 418]"
33803,"[428, 399, 209, 354, 418]"
33805,"[437, 399, 136, 327, 389]"
33811,"[247, 418, 389, 428, 431]"
33815,"[437, 228, 135, 26, 418]"
33815,"[437, 228, 135, 26, 418]"
33820,"[325, 141, 99, 135, 211]"
33822,"[437, 399, 136, 327, 389]"
33825,"[442, 247, 437, 209, 26]"
33849,"[437, 399, 136, 327, 389]"
33853,"[442, 247, 437, 209, 26]"
33868,"[421, 255, 398, 209, 388]"
33878,"[437, 399, 136, 327, 389]"
33889,"[421, 255, 398, 209, 388]"
33900,"[421, 209, 247, 418, 455]"
33900,"[421, 209, 247, 418, 455]"
33900,"[421, 209, 247, 418, 455]"
33900,"[421, 209, 247, 418, 455]"
33900,"[421, 209, 247, 418, 455]"
33903,"[428, 209, 247, 26, 455]"
33903,"[428, 209, 247, 26, 455]"
33920,"[442, 421, 247, 409, 431]"
33925,"[442, 247, 437, 209, 26]"
33927,"[442, 247, 437, 209, 26]"
33929,"[421, 43, 302, 228, 9]"
33930,"[437, 399, 136, 327, 389]"
33934,"[26, 135, 228, 352, 418]"
33935,"[421, 437, 431, 409, 442]"
33935,"[421, 437, 431, 409, 442]"
33937,"[6, 174, 265, 340, 67]"
33937,"[6, 174, 265, 340, 67]"
33937,"[6, 174, 265, 340, 67]"
33937,"[6, 174, 265, 340, 67]"
33937,"[6, 174, 265, 340, 67]"
33937,"[6, 174, 265, 340, 67]"
33937,"[6, 174, 265, 340, 67]"
33939,"[442, 247, 437, 209, 26]"
33946,"[247, 252, 6, 409, 26]"
33946,"[247, 252, 6, 409, 26]"
33946,"[247, 252, 6, 409, 26]"
33946,"[247, 252, 6, 409, 26]"
33948,"[437, 399, 136, 327, 389]"
33967,"[323, 136, 1, 302, 399]"
33972,"[442, 247, 437, 209, 26]"
33987,"[437, 399, 136, 327, 389]"
33989,"[437, 399, 136, 327, 389]"
33994,"[437, 399, 136, 327, 389]"
34000,"[437, 399, 136, 327, 389]"
34002,"[26, 135, 228, 352, 418]"
34003,"[442, 421, 247, 409, 431]"
34009,"[437, 399, 136, 327, 389]"
34010,"[437, 399, 136, 327, 389]"
34019,"[437, 455, 327, 26, 252]"
34022,"[442, 421, 247, 437, 455]"
34022,"[442, 421, 247, 437, 455]"
34032,"[43, 403, 228, 230, 32]"
34043,"[431, 354, 437, 269, 226]"
34043,"[431, 354, 437, 269, 226]"
34046,"[431, 354, 437, 269, 226]"
34046,"[431, 354, 437, 269, 226]"
34048,"[442, 247, 437, 209, 26]"
34052,"[327, 252, 26, 6, 299]"
34052,"[327, 252, 26, 6, 299]"
34052,"[327, 252, 26, 6, 299]"
34052,"[327, 252, 26, 6, 299]"
34055,"[247, 6, 174, 352, 299]"
34055,"[247, 6, 174, 352, 299]"
34055,"[247, 6, 174, 352, 299]"
34055,"[247, 6, 174, 352, 299]"
34064,"[26, 437, 247, 209, 354]"
34064,"[26, 437, 247, 209, 354]"
34082,"[428, 209, 247, 26, 455]"
34082,"[428, 209, 247, 26, 455]"
34083,"[437, 399, 136, 327, 389]"
34086,"[389, 7, 428, 421, 6]"
34094,"[327, 6, 317, 430, 435]"
34097,"[428, 7, 209, 421, 455]"
34098,"[437, 399, 136, 327, 389]"
34101,"[437, 399, 136, 327, 389]"
34125,"[437, 399, 136, 327, 389]"
34132,"[437, 399, 136, 327, 389]"
34145,"[247, 418, 389, 428, 431]"
34156,"[428, 399, 209, 136, 418]"
34156,"[428, 399, 209, 136, 418]"
34156,"[428, 399, 209, 136, 418]"
34160,"[437, 399, 136, 327, 389]"
34167,"[442, 247, 437, 209, 26]"
34174,"[437, 442, 247, 428, 209]"
34174,"[437, 442, 247, 428, 209]"
34180,"[418, 136, 399, 209, 26]"
34182,"[437, 442, 247, 428, 209]"
34182,"[437, 442, 247, 428, 209]"
34185,"[428, 7, 209, 421, 455]"
34195,"[252, 26, 455, 351, 354]"
34195,"[252, 26, 455, 351, 354]"
34195,"[252, 26, 455, 351, 354]"
34195,"[252, 26, 455, 351, 354]"
34204,"[327, 209, 412, 174, 252]"
34211,"[437, 327, 455, 299, 421]"
34211,"[437, 327, 455, 299, 421]"
34218,"[437, 399, 136, 327, 389]"
34222,"[437, 399, 136, 327, 389]"
34233,"[442, 247, 437, 209, 26]"
34242,"[327, 6, 317, 430, 435]"
34246,"[442, 247, 437, 209, 26]"
34251,"[327, 209, 412, 174, 252]"
34253,"[428, 209, 421, 136, 247]"
34253,"[428, 209, 421, 136, 247]"
34253,"[428, 209, 421, 136, 247]"
34254,"[428, 174, 431, 299, 442]"
34263,"[442, 247, 437, 209, 26]"
34273,"[421, 455, 209, 252, 26]"
34273,"[421, 455, 209, 252, 26]"
34273,"[421, 455, 209, 252, 26]"
34288,"[174, 436, 7, 26, 354]"
34288,"[174, 436, 7, 26, 354]"
34289,"[327, 26, 430, 317, 435]"
34289,"[327, 26, 430, 317, 435]"
34289,"[327, 26, 430, 317, 435]"
34292,"[437, 399, 136, 327, 389]"
34299,"[437, 209, 421, 438, 455]"
34299,"[437, 209, 421, 438, 455]"
34299,"[437, 209, 421, 438, 455]"
34299,"[437, 209, 421, 438, 455]"
34308,"[26, 302, 409, 7, 1]"
34309,"[428, 7, 209, 421, 455]"
34325,"[237, 384, 1, 133, 4]"
34327,"[327, 6, 317, 430, 435]"
34333,"[327, 209, 412, 174, 252]"
34343,"[437, 399, 136, 327, 389]"
34348,"[428, 431, 247, 389, 399]"
34348,"[428, 431, 247, 389, 399]"
34351,"[442, 247, 437, 209, 26]"
34355,"[442, 247, 437, 209, 26]"
34357,"[437, 228, 135, 26, 418]"
34357,"[437, 228, 135, 26, 418]"
34360,"[254, 323, 265, 299, 228]"
34364,"[437, 399, 136, 327, 389]"
34372,"[437, 399, 136, 327, 389]"
34383,"[437, 399, 136, 327, 389]"
34401,"[431, 438, 252, 433, 302]"
34404,"[437, 399, 136, 327, 389]"
34406,"[418, 136, 399, 209, 26]"
34408,"[437, 399, 136, 327, 389]"
34411,"[437, 399, 136, 327, 389]"
34413,"[437, 399, 136, 327, 389]"
34423,"[437, 442, 247, 428, 209]"
34423,"[437, 442, 247, 428, 209]"
34432,"[382, 438, 6, 429, 332]"
34432,"[382, 438, 6, 429, 332]"
34443,"[428, 209, 418, 136, 399]"
34443,"[428, 209, 418, 136, 399]"
34443,"[428, 209, 418, 136, 399]"
34443,"[428, 209, 418, 136, 399]"
34447,"[431, 438, 252, 433, 302]"
34452,"[442, 421, 247, 409, 431]"
34456,"[437, 399, 136, 327, 389]"
34461,"[437, 399, 136, 327, 389]"
34462,"[421, 437, 431, 409, 442]"
34462,"[421, 437, 431, 409, 442]"
34466,"[437, 399, 136, 327, 389]"
34472,"[26, 135, 228, 352, 418]"
34475,"[437, 399, 136, 327, 389]"
34490,"[442, 421, 247, 409, 431]"
34491,"[418, 323, 428, 399, 136]"
34491,"[418, 323, 428, 399, 136]"
34491,"[418, 323, 428, 399, 136]"
34518,"[421, 437, 431, 409, 442]"
34518,"[421, 437, 431, 409, 442]"
34522,"[437, 399, 136, 327, 389]"
34533,"[437, 399, 136, 327, 389]"
34536,"[421, 228, 26, 43, 430]"
34536,"[421, 228, 26, 43, 430]"
34536,"[421, 228, 26, 43, 430]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34541,"[302, 67, 285, 433, 2]"
34553,"[437, 399, 136, 327, 389]"
34558,"[437, 399, 136, 327, 389]"
34564,"[442, 247, 437, 209, 26]"
34580,"[223, 450, 186, 126, 134]"
34588,"[174, 136, 428, 6, 99]"
34588,"[174, 136, 428, 6, 99]"
34596,"[437, 399, 136, 327, 389]"
34599,"[437, 399, 136, 327, 389]"
34601,"[209, 327, 421, 428, 442]"
34604,"[26, 302, 409, 7, 1]"
34613,"[437, 442, 247, 428, 209]"
34613,"[437, 442, 247, 428, 209]"
34619,"[421, 437, 431, 409, 442]"
34619,"[421, 437, 431, 409, 442]"
34631,"[428, 209, 26, 354, 399]"
34631,"[428, 209, 26, 354, 399]"
34631,"[428, 209, 26, 354, 399]"
34646,"[421, 437, 431, 409, 442]"
34646,"[421, 437, 431, 409, 442]"
34653,"[442, 421, 247, 409, 431]"
34674,"[442, 247, 437, 209, 26]"
34675,"[437, 399, 136, 327, 389]"
34676,"[418, 136, 399, 209, 26]"
34690,"[428, 7, 209, 421, 455]"
34696,"[437, 399, 136, 327, 389]"
34701,"[428, 7, 209, 421, 455]"
34704,"[437, 399, 136, 327, 389]"
34708,"[442, 421, 247, 409, 431]"
34709,"[428, 442, 252, 209, 409]"
34709,"[428, 442, 252, 209, 409]"
34709,"[428, 442, 252, 209, 409]"
34709,"[428, 442, 252, 209, 409]"
34709,"[428, 442, 252, 209, 409]"
34709,"[428, 442, 252, 209, 409]"
34709,"[428, 442, 252, 209, 409]"
34710,"[428, 7, 209, 421, 455]"
34727,"[209, 327, 421, 428, 442]"
34739,"[437, 327, 455, 299, 421]"
34739,"[437, 327, 455, 299, 421]"
34741,"[437, 399, 136, 327, 389]"
34746,"[252, 455, 351, 255, 1]"
34757,"[437, 399, 136, 327, 389]"
34759,"[437, 399, 136, 327, 389]"
34767,"[437, 354, 332, 431, 228]"
34767,"[437, 354, 332, 431, 228]"
34767,"[437, 354, 332, 431, 228]"
34770,"[437, 353, 26, 252, 433]"
34774,"[7, 438, 136, 299, 430]"
34775,"[136, 418, 399, 209, 26]"
34775,"[136, 418, 399, 209, 26]"
34792,"[437, 455, 327, 26, 252]"
34796,"[437, 399, 136, 327, 389]"
34801,"[437, 399, 136, 327, 389]"
34805,"[437, 399, 136, 327, 389]"
34819,"[437, 399, 136, 327, 389]"
34821,"[26, 135, 228, 352, 418]"
34834,"[418, 26, 354, 136, 209]"
34834,"[418, 26, 354, 136, 209]"
34834,"[418, 26, 354, 136, 209]"
34836,"[442, 247, 437, 209, 26]"
34848,"[428, 442, 174, 437, 354]"
34848,"[428, 442, 174, 437, 354]"
34850,"[247, 437, 418, 428, 354]"
34850,"[247, 437, 418, 428, 354]"
34856,"[437, 399, 136, 327, 389]"
34872,"[442, 247, 437, 209, 26]"
34876,"[421, 437, 431, 409, 442]"
34876,"[421, 437, 431, 409, 442]"
34881,"[437, 455, 327, 26, 252]"
34889,"[147, 230, 289, 403, 127]"
34889,"[147, 230, 289, 403, 127]"
34901,"[437, 399, 136, 327, 389]"
34918,"[428, 209, 247, 26, 455]"
34918,"[428, 209, 247, 26, 455]"
34921,"[26, 409, 209, 399, 418]"
34921,"[26, 409, 209, 399, 418]"
34921,"[26, 409, 209, 399, 418]"
34921,"[26, 409, 209, 399, 418]"
34921,"[26, 409, 209, 399, 418]"
34921,"[26, 409, 209, 399, 418]"
34921,"[26, 409, 209, 399, 418]"
34925,"[389, 7, 428, 421, 6]"
34929,"[225, 285, 355, 382, 265]"
34929,"[225, 285, 355, 382, 265]"
34929,"[225, 285, 355, 382, 265]"
34929,"[225, 285, 355, 382, 265]"
34929,"[225, 285, 355, 382, 265]"
34943,"[437, 399, 136, 327, 389]"
34944,"[437, 399, 136, 327, 389]"
34954,"[437, 399, 136, 327, 389]"
34972,"[209, 327, 421, 428, 442]"
34976,"[437, 399, 136, 327, 389]"
34984,"[209, 327, 421, 428, 442]"
34990,"[247, 442, 418, 209, 354]"
34990,"[247, 442, 418, 209, 354]"
34990,"[247, 442, 418, 209, 354]"
34994,"[302, 437, 9, 438, 254]"
34994,"[302, 437, 9, 438, 254]"
34994,"[302, 437, 9, 438, 254]"
34997,"[428, 7, 209, 421, 455]"
35003,"[428, 399, 209, 136, 418]"
35003,"[428, 399, 209, 136, 418]"
35003,"[428, 399, 209, 136, 418]"
35011,"[442, 247, 437, 209, 26]"
35022,"[437, 442, 247, 428, 209]"
35022,"[437, 442, 247, 428, 209]"
35023,"[437, 399, 136, 327, 389]"
35033,"[428, 442, 174, 437, 354]"
35033,"[428, 442, 174, 437, 354]"
35035,"[428, 7, 209, 421, 455]"
35037,"[285, 67, 428, 209, 323]"
35037,"[285, 67, 428, 209, 323]"
35037,"[285, 67, 428, 209, 323]"
35037,"[285, 67, 428, 209, 323]"
35046,"[437, 399, 136, 327, 389]"
35049,"[442, 421, 247, 409, 431]"
35057,"[252, 455, 351, 255, 1]"
35058,"[431, 354, 437, 269, 226]"
35058,"[431, 354, 437, 269, 226]"
35060,"[442, 421, 247, 409, 431]"
35074,"[455, 209, 437, 448, 434]"
35074,"[455, 209, 437, 448, 434]"
35074,"[455, 209, 437, 448, 434]"
35074,"[455, 209, 437, 448, 434]"
35077,"[437, 399, 136, 327, 389]"
35088,"[437, 442, 247, 428, 209]"
35088,"[437, 442, 247, 428, 209]"
35102,"[428, 209, 421, 247, 26]"
35102,"[428, 209, 421, 247, 26]"
35102,"[428, 209, 421, 247, 26]"
35117,"[323, 428, 442, 352, 7]"
35119,"[442, 247, 437, 209, 26]"
35123,"[428, 442, 247, 6, 299]"
35123,"[428, 442, 247, 6, 299]"
35123,"[428, 442, 247, 6, 299]"
35123,"[428, 442, 247, 6, 299]"
35123,"[428, 442, 247, 6, 299]"
35123,"[428, 442, 247, 6, 299]"
35123,"[428, 442, 247, 6, 299]"
35124,"[323, 136, 1, 302, 399]"
35126,"[428, 7, 389, 399, 421]"
35126,"[428, 7, 389, 399, 421]"
35132,"[437, 428, 174, 442, 136]"
35132,"[437, 428, 174, 442, 136]"
35132,"[437, 428, 174, 442, 136]"
35133,"[209, 327, 389, 428, 421]"
35133,"[209, 327, 389, 428, 421]"
35142,"[442, 421, 247, 409, 431]"
35151,"[174, 252, 265, 375, 352]"
35152,"[428, 209, 247, 26, 421]"
35152,"[428, 209, 247, 26, 421]"
35152,"[428, 209, 247, 26, 421]"
35167,"[437, 442, 247, 428, 209]"
35167,"[437, 442, 247, 428, 209]"
35174,"[437, 399, 136, 327, 389]"
35185,"[428, 7, 389, 399, 209]"
35185,"[428, 7, 389, 399, 209]"
35191,"[209, 327, 421, 428, 442]"
35193,"[442, 247, 437, 209, 26]"
35196,"[442, 247, 437, 209, 26]"
35200,"[209, 327, 421, 428, 442]"
35210,"[209, 327, 421, 428, 442]"
35214,"[254, 389, 428, 437, 431]"
35214,"[254, 389, 428, 437, 431]"
35222,"[437, 399, 136, 327, 389]"
35228,"[428, 174, 431, 437, 399]"
35228,"[428, 174, 431, 437, 399]"
35232,"[26, 135, 228, 352, 418]"
35235,"[174, 4, 301, 133, 254]"
35238,"[431, 438, 174, 436, 351]"
35242,"[442, 247, 437, 209, 26]"
35246,"[442, 421, 247, 409, 431]"
35251,"[26, 135, 228, 352, 418]"
35257,"[442, 247, 437, 209, 26]"
35263,"[437, 399, 136, 327, 389]"
35264,"[26, 135, 228, 352, 418]"
35269,"[442, 247, 437, 209, 26]"
35270,"[437, 26, 418, 247, 228]"
35270,"[437, 26, 418, 247, 228]"
35270,"[437, 26, 418, 247, 228]"
35277,"[428, 7, 209, 421, 455]"
35279,"[442, 247, 437, 209, 26]"
35284,"[428, 209, 418, 136, 399]"
35284,"[428, 209, 418, 136, 399]"
35289,"[428, 323, 209, 442, 418]"
35289,"[428, 323, 209, 442, 418]"
35289,"[428, 323, 209, 442, 418]"
35289,"[428, 323, 209, 442, 418]"
35293,"[437, 399, 136, 327, 389]"
35300,"[442, 247, 437, 209, 26]"
35301,"[421, 428, 7, 409, 327]"
35301,"[421, 428, 7, 409, 327]"
35301,"[421, 428, 7, 409, 327]"
35305,"[26, 135, 228, 352, 418]"
35307,"[428, 7, 209, 421, 455]"
35310,"[437, 399, 136, 327, 389]"
35319,"[26, 135, 228, 352, 418]"
35328,"[18, 384, 421, 431, 433]"
35332,"[442, 247, 437, 209, 26]"
35337,"[437, 399, 136, 327, 389]"
35346,"[354, 332, 209, 228, 289]"
35346,"[354, 332, 209, 228, 289]"
35346,"[354, 332, 209, 228, 289]"
35346,"[354, 332, 209, 228, 289]"
35346,"[354, 332, 209, 228, 289]"
35352,"[437, 399, 136, 327, 389]"
35357,"[421, 43, 302, 228, 9]"
35365,"[442, 421, 247, 409, 431]"
35383,"[174, 428, 299, 136, 437]"
35385,"[428, 209, 247, 26, 455]"
35385,"[428, 209, 247, 26, 455]"
35403,"[421, 437, 431, 409, 442]"
35403,"[421, 437, 431, 409, 442]"
35409,"[437, 399, 136, 327, 389]"
35437,"[442, 247, 437, 209, 26]"
35438,"[437, 399, 136, 327, 389]"
35446,"[437, 442, 247, 428, 209]"
35446,"[437, 442, 247, 428, 209]"
35450,"[323, 136, 1, 302, 399]"
35454,"[437, 399, 136, 327, 389]"
35463,"[437, 399, 136, 327, 389]"
35467,"[428, 442, 174, 437, 354]"
35467,"[428, 442, 174, 437, 354]"
35469,"[442, 421, 247, 409, 431]"
35470,"[26, 437, 247, 209, 354]"
35470,"[26, 437, 247, 209, 354]"
35475,"[428, 209, 247, 421, 26]"
35475,"[428, 209, 247, 421, 26]"
35475,"[428, 209, 247, 421, 26]"
35481,"[437, 399, 136, 327, 389]"
35488,"[428, 174, 431, 437, 399]"
35488,"[428, 174, 431, 437, 399]"
35492,"[437, 399, 136, 327, 389]"
35493,"[252, 455, 351, 255, 1]"
35505,"[354, 421, 442, 247, 332]"
35505,"[354, 421, 442, 247, 332]"
35505,"[354, 421, 442, 247, 332]"
35505,"[354, 421, 442, 247, 332]"
35505,"[354, 421, 442, 247, 332]"
35505,"[354, 421, 442, 247, 332]"
35507,"[442, 247, 437, 209, 26]"
35509,"[437, 399, 136, 327, 389]"
35528,"[442, 437, 382, 418, 99]"
35528,"[442, 437, 382, 418, 99]"
35528,"[442, 437, 382, 418, 99]"
35540,"[325, 7, 455, 228, 429]"
35551,"[26, 135, 228, 352, 418]"
35558,"[174, 4, 301, 133, 254]"
35559,"[323, 428, 442, 352, 7]"
35560,"[418, 136, 399, 209, 26]"
35567,"[431, 354, 437, 269, 226]"
35567,"[431, 354, 437, 269, 226]"
35570,"[437, 399, 136, 327, 389]"
35575,"[437, 399, 136, 327, 389]"
35579,"[325, 7, 455, 228, 429]"
35580,"[428, 7, 209, 421, 455]"
35582,"[437, 399, 136, 327, 389]"
35583,"[437, 399, 136, 327, 389]"
35586,"[437, 228, 135, 26, 418]"
35586,"[437, 228, 135, 26, 418]"
35593,"[437, 399, 136, 327, 389]"
35596,"[252, 174, 351, 428, 255]"
35596,"[252, 174, 351, 428, 255]"
35596,"[252, 174, 351, 428, 255]"
35597,"[428, 7, 209, 421, 455]"
35601,"[437, 399, 136, 327, 389]"
35604,"[437, 399, 136, 327, 389]"
35607,"[437, 399, 136, 327, 389]"
35608,"[327, 6, 317, 430, 435]"
35612,"[442, 247, 437, 209, 26]"
35615,"[209, 327, 421, 428, 442]"
35622,"[26, 135, 228, 352, 418]"
35627,"[428, 7, 209, 421, 455]"
35631,"[174, 442, 348, 299, 437]"
35631,"[174, 442, 348, 299, 437]"
35631,"[174, 442, 348, 299, 437]"
35637,"[431, 354, 437, 269, 226]"
35637,"[431, 354, 437, 269, 226]"
35638,"[437, 399, 136, 327, 389]"
35673,"[437, 455, 327, 26, 252]"
35674,"[7, 430, 317, 6, 209]"
35674,"[7, 430, 317, 6, 209]"
35674,"[7, 430, 317, 6, 209]"
35674,"[7, 430, 317, 6, 209]"
35674,"[7, 430, 317, 6, 209]"
35675,"[43, 247, 418, 2, 428]"
35675,"[43, 247, 418, 2, 428]"
35677,"[437, 399, 136, 327, 389]"
35681,"[437, 399, 136, 327, 389]"
35699,"[421, 1, 252, 118, 265]"
35703,"[438, 431, 174, 442, 351]"
35703,"[438, 431, 174, 442, 351]"
35710,"[442, 421, 247, 409, 431]"
35711,"[437, 354, 442, 228, 332]"
